5050 5050
172 4744 3.0
172 4734 2.0
172 3100 1.0
172 172 5.0
174 2640 1.0
174 1696 1.0
174 1454 1.0
174 174 1.0
185 4276 1.0
185 1516 1.0
185 4569 1.0
185 4405 1.0
185 4048 2.0
185 3985 2.0
185 1352 2.0
185 185 3.0
191 3946 1.0
191 918 1.0
191 50 1.0
191 191 2.0
192 2287 1.0
192 1193 1.0
192 3134 2.0
192 192 3.0
193 5043 1.0
193 3633 2.0
193 3252 1.0
193 193 2.0
195 3529 1.0
195 4057 1.0
195 3922 1.0
195 195 5.0
195 49 1.0
201 1081 1.0
201 1080 1.0
201 4540 1.0
201 2805 2.0
201 2384 4.0
201 2248 5.0
201 1311 2.0
201 201 5.0
202 2290 1.0
202 3791 1.0
202 3572 1.0
202 4430 1.0
202 3757 1.0
202 3790 1.0
202 3758 3.0
202 3700 2.0
202 1638 1.0
202 202 4.0
205 4937 1.0
205 1973 1.0
205 2094 1.0
205 205 2.0
206 3526 1.0
206 769 1.0
206 3261 1.0
206 1668 2.0
206 4803 1.0
206 1969 1.0
206 1960 1.0
206 96 1.0
206 4339 1.0
206 2208 1.0
206 888 1.0
206 206 4.0
209 209 1.0
210 4767 1.0
210 4766 1.0
210 4765 1.0
210 4764 1.0
210 4763 1.0
210 4762 1.0
210 4761 1.0
210 4760 1.0
210 4759 1.0
210 4543 1.0
210 3935 1.0
210 1945 1.0
210 210 1.0
211 4376 1.0
211 2783 1.0
211 2779 1.0
211 4800 1.0
211 2718 1.0
211 1188 1.0
211 4159 2.0
211 4825 1.0
211 3262 2.0
211 4560 1.0
211 2290 1.0
211 2289 1.0
211 211 5.0
214 214 2.0
215 2996 1.0
215 3883 1.0
215 215 3.0
217 217 1.0
217 98 1.0
218 3983 1.0
218 2990 1.0
218 257 1.0
218 4951 2.0
218 4950 2.0
218 2725 1.0
218 218 6.0
221 221 1.0
228 228 1.0
229 229 1.0
232 3685 1.0
232 233 1.0
232 4362 2.0
232 4361 2.0
232 232 3.0
233 3685 1.0
233 233 1.0
233 232 1.0
236 236 1.0
240 3668 1.0
240 3667 1.0
240 240 2.0
242 1503 1.0
242 590 1.0
242 4563 1.0
242 2277 1.0
242 242 2.0
244 4469 1.0
244 2672 1.0
244 590 1.0
244 3127 1.0
244 244 2.0
246 2224 1.0
246 3468 1.0
246 246 3.0
247 3233 1.0
247 2492 2.0
247 247 3.0
257 4951 1.0
257 4950 1.0
257 218 1.0
257 257 2.0
259 2178 1.0
259 4398 1.0
259 4397 1.0
259 3344 1.0
259 1258 1.0
259 603 1.0
259 259 3.0
261 1378 1.0
261 3310 1.0
261 3686 2.0
261 261 6.0
263 1293 1.0
263 4300 1.0
263 1099 1.0
263 263 2.0
264 4892 1.0
264 2138 1.0
264 2137 1.0
264 662 1.0
264 4883 1.0
264 4570 1.0
264 3283 1.0
264 2761 1.0
264 555 1.0
264 284 1.0
264 3816 1.0
264 3282 2.0
264 2978 3.0
264 1294 1.0
264 264 5.0
266 3403 1.0
266 266 1.0
271 1100 1.0
271 1002 1.0
271 271 1.0
271 53 1.0
275 275 1.0
278 278 1.0
279 5040 1.0
279 2592 1.0
279 279 1.0
283 4638 2.0
283 3412 1.0
283 4493 1.0
283 283 4.0
284 4331 1.0
284 2259 1.0
284 564 1.0
284 4883 2.0
284 4570 1.0
284 3283 1.0
284 3282 1.0
284 2978 1.0
284 2761 1.0
284 555 2.0
284 264 1.0
284 1825 1.0
284 3220 1.0
284 710 4.0
284 599 1.0
284 540 1.0
284 284 10.0
287 4068 1.0
287 3616 1.0
287 541 1.0
287 287 1.0
288 288 1.0
293 3655 2.0
293 3316 1.0
293 293 2.0
301 301 1.0
329 2698 1.0
329 2566 1.0
329 165 1.0
329 2176 1.0
329 1362 1.0
329 4284 1.0
329 4281 1.0
329 1933 1.0
329 82 1.0
329 4725 1.0
329 4019 1.0
329 4717 1.0
329 4283 1.0
329 3405 1.0
329 3103 1.0
329 2955 1.0
329 2544 1.0
329 329 5.0
332 3099 1.0
332 2924 1.0
332 332 1.0
332 83 1.0
336 4966 1.0
336 4467 1.0
336 4097 2.0
336 4967 1.0
336 1973 2.0
336 4999 3.0
336 4874 2.0
336 4157 4.0
336 3639 3.0
336 3510 2.0
336 4096 1.0
336 3628 1.0
336 3512 1.0
336 1401 5.0
336 4782 2.0
336 1959 4.0
336 336 13.0
339 3848 1.0
339 3206 1.0
339 339 2.0
339 82 1.0
340 3032 1.0
340 340 1.0
344 3100 1.0
344 344 3.0
347 2710 1.0
347 4985 1.0
347 3491 1.0
347 75 1.0
347 4375 1.0
347 2783 1.0
347 2779 1.0
347 70 1.0
347 4938 2.0
347 4222 1.0
347 1589 2.0
347 3767 1.0
347 2778 1.0
347 2777 1.0
347 4568 1.0
347 3364 1.0
347 3363 1.0
347 2498 1.0
347 4628 2.0
347 2178 1.0
347 347 8.0
348 348 1.0
349 1088 1.0
349 349 1.0
351 351 2.0
351 58 2.0
359 4049 1.0
359 359 1.0
361 2416 1.0
361 2218 1.0
361 361 3.0
366 4492 1.0
366 2395 1.0
366 1680 1.0
366 1592 1.0
366 366 1.0
369 2905 1.0
369 369 2.0
377 3831 1.0
377 4871 1.0
377 2849 1.0
377 377 2.0
383 4990 1.0
383 4929 2.0
383 4928 2.0
383 4927 2.0
383 383 3.0
387 3526 1.0
387 3744 2.0
387 3261 2.0
387 387 2.0
390 4750 1.0
390 390 1.0
392 4912 1.0
392 1081 1.0
392 2170 2.0
392 4422 1.0
392 3053 1.0
392 2255 1.0
392 392 3.0
395 3513 1.0
395 1034 1.0
395 692 1.0
395 395 2.0
397 2752 1.0
397 747 1.0
397 397 1.0
398 398 1.0
400 4251 1.0
400 400 1.0
401 401 1.0
405 4775 2.0
405 4774 2.0
405 4701 3.0
405 3105 1.0
405 2796 1.0
405 2399 1.0
405 405 4.0
414 1623 1.0
414 3498 1.0
414 2338 1.0
414 4869 1.0
414 4506 2.0
414 3562 1.0
414 2762 1.0
414 414 4.0
420 4494 2.0
420 420 2.0
426 426 1.0
432 4957 1.0
432 590 1.0
432 432 1.0
434 4594 1.0
434 2903 2.0
434 2408 3.0
434 434 3.0
438 5032 1.0
438 3514 1.0
438 2414 1.0
438 2019 1.0
438 438 3.0
439 4077 1.0
439 541 1.0
439 4784 1.0
439 4101 1.0
439 4848 1.0
439 2273 1.0
439 15 1.0
439 3257 1.0
439 4916 2.0
439 1716 1.0
439 3952 1.0
439 1715 1.0
439 4868 1.0
439 4151 1.0
439 3717 1.0
439 2967 1.0
439 439 7.0
465 2305 1.0
465 4600 2.0
465 465 3.0
475 3027 1.0
475 475 1.0
477 477 1.0
484 484 2.0
486 5030 2.0
486 4101 2.0
486 3565 1.0
486 4083 1.0
486 3543 1.0
486 4599 4.0
486 2273 5.0
486 486 5.0
487 3263 1.0
487 487 1.0
488 3757 1.0
488 4053 1.0
488 2831 1.0
488 2819 1.0
488 660 1.0
488 4984 1.0
488 4736 1.0
488 4735 1.0
488 4000 1.0
488 3141 1.0
488 1411 1.0
488 2940 1.0
488 2084 1.0
488 2764 2.0
488 1711 1.0
488 2873 1.0
488 666 1.0
488 3737 2.0
488 3735 2.0
488 4718 2.0
488 4431 1.0
488 3167 3.0
488 3106 2.0
488 488 10.0
490 3628 2.0
490 490 2.0
491 3092 1.0
491 491 1.0
492 492 1.0
498 4120 1.0
498 498 1.0
509 4750 1.0
509 2064 1.0
509 1207 1.0
509 1021 1.0
509 509 2.0
511 4962 1.0
511 4247 1.0
511 3158 1.0
511 1967 1.0
511 1337 1.0
511 4713 1.0
511 4011 1.0
511 3915 1.0
511 2712 1.0
511 647 1.0
511 511 3.0
517 4141 1.0
517 517 1.0
518 2443 1.0
518 4399 2.0
518 4370 2.0
518 3294 2.0
518 518 6.0
522 2177 1.0
522 2585 2.0
522 522 2.0
527 4858 1.0
527 2605 1.0
527 527 1.0
530 3973 2.0
530 2103 1.0
530 1311 1.0
530 4342 2.0
530 4341 3.0
530 530 7.0
531 4751 1.0
531 4636 1.0
531 2586 1.0
531 1638 1.0
531 4678 2.0
531 1589 2.0
531 1084 1.0
531 3790 2.0
531 2526 1.0
531 4028 1.0
531 4022 2.0
531 2801 1.0
531 3828 1.0
531 531 6.0
532 1742 2.0
532 4826 2.0
532 532 3.0
533 4369 1.0
533 1009 1.0
533 533 2.0
533 20 1.0
536 3122 1.0
536 536 1.0
540 2857 2.0
540 599 1.0
540 540 3.0
540 284 1.0
541 4468 1.0
541 5028 2.0
541 5027 1.0
541 98 2.0
541 4916 1.0
541 4077 1.0
541 439 1.0
541 5041 3.0
541 4118 1.0
541 2722 1.0
541 4068 1.0
541 3616 1.0
541 287 1.0
541 4872 2.0
541 541 7.0
541 22 2.0
547 4654 1.0
547 1881 1.0
547 1629 1.0
547 547 1.0
550 4474 2.0
550 550 3.0
551 4946 1.0
551 1638 2.0
551 1007 1.0
551 4637 2.0
551 4636 3.0
551 3525 1.0
551 551 4.0
552 5015 2.0
552 1844 3.0
552 552 3.0
555 4883 2.0
555 4570 1.0
555 3283 1.0
555 3282 1.0
555 2978 1.0
555 2761 1.0
555 284 2.0
555 264 1.0
555 4604 1.0
555 948 1.0
555 4495 2.0
555 555 5.0
558 4606 4.0
558 4605 3.0
558 3869 2.0
558 2377 3.0
558 558 4.0
560 3905 1.0
560 560 1.0
561 5026 1.0
561 2983 2.0
561 2657 2.0
561 562 2.0
561 561 2.0
562 5026 1.0
562 2983 2.0
562 2657 2.0
562 562 2.0
562 561 2.0
563 3419 1.0
563 3416 1.0
563 3947 2.0
563 563 3.0
564 2259 1.0
564 564 1.0
564 284 1.0
569 3543 1.0
569 2273 1.0
569 569 1.0
571 1744 1.0
571 571 2.0
576 1251 1.0
576 577 1.0
576 576 1.0
577 1251 1.0
577 577 1.0
577 576 1.0
578 578 1.0
584 584 1.0
590 4302 1.0
590 3491 1.0
590 4331 1.0
590 4428 1.0
590 4427 1.0
590 120 1.0
590 4957 1.0
590 432 1.0
590 4469 1.0
590 2672 1.0
590 244 1.0
590 4840 1.0
590 1503 1.0
590 242 1.0
590 3127 1.0
590 4829 2.0
590 4828 2.0
590 1877 1.0
590 119 4.0
590 1501 1.0
590 590 15.0
590 23 1.0
591 591 1.0
592 4429 2.0
592 3666 2.0
592 2494 1.0
592 1598 1.0
592 592 4.0
593 4626 1.0
593 1014 1.0
593 593 1.0
596 3866 1.0
596 2734 1.0
596 2677 1.0
596 1850 1.0
596 1616 1.0
596 596 2.0
597 1493 1.0
597 597 2.0
599 4623 2.0
599 2857 1.0
599 3359 1.0
599 1687 1.0
599 98 1.0
599 599 4.0
599 540 1.0
599 284 1.0
602 4967 1.0
602 602 1.0
603 259 1.0
603 4398 2.0
603 4397 2.0
603 3344 2.0
603 1258 2.0
603 603 2.0
605 4577 1.0
605 4617 2.0
605 4616 2.0
605 4615 2.0
605 3782 2.0
605 3781 2.0
605 605 3.0
610 610 1.0
614 5001 1.0
614 4285 1.0
614 4284 1.0
614 4742 2.0
614 4283 1.0
614 1933 2.0
614 614 2.0
620 1675 1.0
620 1442 1.0
620 4843 1.0
620 2592 1.0
620 4326 2.0
620 620 6.0
623 2749 1.0
623 1159 1.0
623 623 1.0
629 1947 2.0
629 3270 1.0
629 3242 1.0
629 629 4.0
633 3901 1.0
633 633 2.0
647 647 1.0
647 511 1.0
660 488 1.0
660 2325 1.0
660 2818 1.0
660 4997 2.0
660 4996 2.0
660 4688 1.0
660 4345 1.0
660 3595 1.0
660 3594 1.0
660 3062 1.0
660 4053 3.0
660 4632 1.0
660 4631 1.0
660 4464 2.0
660 2831 4.0
660 2819 4.0
660 660 10.0
662 4892 1.0
662 2138 1.0
662 2137 1.0
662 662 1.0
662 264 1.0
665 4711 2.0
665 4008 1.0
665 665 2.0
666 3408 1.0
666 1317 1.0
666 2873 1.0
666 488 1.0
666 666 4.0
669 692 1.0
669 669 1.0
680 680 1.0
681 681 2.0
685 685 1.0
687 687 1.0
689 689 1.0
692 4888 1.0
692 4167 1.0
692 993 1.0
692 1034 1.0
692 395 1.0
692 692 4.0
692 669 1.0
697 4626 1.0
697 697 1.0
701 3752 1.0
701 3224 1.0
701 3223 1.0
701 3699 1.0
701 3189 1.0
701 4939 2.0
701 2235 1.0
701 701 6.0
706 4629 1.0
706 706 1.0
708 4460 1.0
708 2175 2.0
708 1728 1.0
708 708 2.0
710 4331 2.0
710 4152 1.0
710 3252 1.0
710 1244 1.0
710 3806 1.0
710 2868 1.0
710 10 1.0
710 710 8.0
710 284 4.0
713 3936 2.0
713 3194 2.0
713 713 2.0
721 4223 1.0
721 3257 1.0
721 721 1.0
723 723 1.0
724 2325 1.0
724 1660 1.0
724 4302 1.0
724 169 1.0
724 2068 1.0
724 724 3.0
725 725 1.0
727 4947 1.0
727 3842 1.0
727 4480 2.0
727 3248 2.0
727 727 3.0
747 3605 1.0
747 2036 1.0
747 4832 2.0
747 2752 1.0
747 747 6.0
747 397 1.0
749 2612 1.0
749 5046 2.0
749 4856 1.0
749 2912 1.0
749 2125 1.0
749 4846 2.0
749 4329 2.0
749 4830 2.0
749 2353 1.0
749 749 6.0
753 4831 1.0
753 3497 1.0
753 4406 1.0
753 754 2.0
753 753 2.0
754 4831 2.0
754 3497 1.0
754 753 2.0
754 4406 2.0
754 754 4.0
758 1968 1.0
758 4972 2.0
758 2421 2.0
758 4467 1.0
758 758 5.0
760 4959 1.0
760 3922 1.0
760 4463 1.0
760 52 1.0
760 2019 1.0
760 4795 1.0
760 3519 3.0
760 4793 3.0
760 4462 3.0
760 4137 3.0
760 2414 3.0
760 760 8.0
761 1453 1.0
761 4857 2.0
761 1791 1.0
761 2416 1.0
761 761 5.0
764 5000 1.0
764 3349 1.0
764 765 1.0
764 2989 1.0
764 1028 1.0
764 764 2.0
765 5000 1.0
765 3349 1.0
765 764 1.0
765 765 2.0
769 3526 1.0
769 1668 1.0
769 206 1.0
769 4653 1.0
769 2977 1.0
769 2274 1.0
769 4785 2.0
769 769 5.0
778 4933 2.0
778 4932 2.0
778 4442 1.0
778 4441 3.0
778 4440 2.0
778 778 3.0
786 4056 1.0
786 3996 1.0
786 3090 1.0
786 2769 1.0
786 1664 1.0
786 4547 1.0
786 2850 2.0
786 4021 1.0
786 3453 4.0
786 4994 2.0
786 4020 1.0
786 2075 1.0
786 3915 1.0
786 2545 2.0
786 4753 2.0
786 2546 4.0
786 4743 2.0
786 3446 1.0
786 2310 2.0
786 4011 2.0
786 2712 2.0
786 2561 3.0
786 4703 2.0
786 4702 1.0
786 3445 3.0
786 3418 2.0
786 786 14.0
791 791 1.0
797 4079 1.0
797 4801 3.0
797 4800 3.0
797 4798 2.0
797 4797 1.0
797 4082 1.0
797 1791 1.0
797 797 3.0
800 800 1.0
810 4814 1.0
810 810 1.0
811 3379 1.0
811 811 2.0
838 838 1.0
844 844 1.0
853 4875 1.0
853 2436 1.0
853 853 1.0
857 3690 1.0
857 2649 1.0
857 4365 1.0
857 4364 1.0
857 4363 1.0
857 857 2.0
858 3811 1.0
858 3695 1.0
858 4433 2.0
858 2649 1.0
858 1609 1.0
858 858 4.0
859 4365 1.0
859 4364 1.0
859 859 1.0
860 860 1.0
863 863 1.0
864 2420 1.0
864 864 1.0
865 2735 1.0
865 2733 1.0
865 865 1.0
876 4491 1.0
876 4363 1.0
876 3659 1.0
876 2470 2.0
876 2162 3.0
876 1831 1.0
876 876 3.0
878 4581 1.0
878 878 1.0
883 58 1.0
883 883 2.0
887 4183 1.0
887 887 1.0
888 4339 1.0
888 2208 1.0
888 206 1.0
888 3526 1.0
888 2218 1.0
888 888 2.0
891 892 1.0
891 891 1.0
892 4907 2.0
892 892 3.0
892 891 1.0
894 1530 1.0
894 1146 1.0
894 894 1.0
900 4911 1.0
900 900 1.0
904 4576 2.0
904 2755 1.0
904 1588 1.0
904 904 4.0
904 28 1.0
906 4904 2.0
906 4446 1.0
906 906 3.0
908 908 1.0
909 4573 2.0
909 4572 2.0
909 4571 2.0
909 910 2.0
909 909 2.0
910 4573 2.0
910 4572 2.0
910 4571 2.0
910 910 2.0
910 909 2.0
914 914 1.0
918 3946 1.0
918 918 1.0
918 191 1.0
918 50 1.0
921 4196 1.0
921 4197 1.0
921 1131 1.0
921 4896 1.0
921 3009 1.0
921 1728 1.0
921 921 3.0
928 4501 1.0
928 928 1.0
936 2803 1.0
936 4970 2.0
936 936 2.0
938 1113 1.0
938 938 3.0
948 4604 2.0
948 948 2.0
948 555 1.0
949 1541 1.0
949 1251 1.0
949 949 2.0
952 1502 1.0
952 2429 1.0
952 953 1.0
952 952 2.0
953 2429 1.0
953 953 1.0
953 952 1.0
955 1978 1.0
955 4720 1.0
955 3344 1.0
955 1097 1.0
955 955 3.0
956 4993 2.0
956 4167 1.0
956 956 4.0
958 2655 1.0
958 958 3.0
961 4880 2.0
961 2755 1.0
961 2257 1.0
961 1274 2.0
961 961 3.0
962 3002 1.0
962 962 2.0
964 964 1.0
969 969 1.0
975 3868 1.0
975 3407 1.0
975 3419 1.0
975 3197 1.0
975 4460 1.0
975 2175 2.0
975 975 8.0
976 3291 1.0
976 1595 1.0
976 2256 1.0
976 4421 2.0
976 4420 2.0
976 4419 2.0
976 4418 2.0
976 4417 5.0
976 3333 4.0
976 2731 2.0
976 3679 3.0
976 976 7.0
981 981 2.0
988 988 1.0
993 3975 1.0
993 36 1.0
993 4888 1.0
993 4167 1.0
993 692 1.0
993 3929 1.0
993 2763 1.0
993 1530 1.0
993 993 3.0
995 4465 3.0
995 2767 3.0
995 995 3.0
996 3794 1.0
996 3433 1.0
996 3340 1.0
996 996 1.0
1000 2731 1.0
1000 1000 2.0
1000 147 1.0
1001 4957 1.0
1001 1001 1.0
1002 1100 1.0
1002 1002 1.0
1002 271 1.0
1002 53 1.0
1005 4991 1.0
1005 3592 1.0
1005 2436 1.0
1005 4351 2.0
1005 4350 2.0
1005 4349 2.0
1005 1005 3.0
1007 1638 1.0
1007 551 1.0
1007 4660 1.0
1007 2753 1.0
1007 2030 1.0
1007 1007 2.0
1009 1009 1.0
1009 533 1.0
1009 20 1.0
1014 593 1.0
1014 4626 2.0
1014 3340 1.0
1014 1014 2.0
1021 1021 1.0
1021 509 1.0
1028 2989 1.0
1028 1028 1.0
1028 764 1.0
1034 1034 2.0
1034 692 1.0
1034 395 1.0
1037 1037 1.0
1045 2323 1.0
1045 1696 1.0
1045 1454 1.0
1045 1045 1.0
1046 4876 1.0
1046 4755 1.0
1046 4663 3.0
1046 4542 2.0
1046 4541 2.0
1046 1925 2.0
1046 1046 5.0
1052 1731 1.0
1052 1052 1.0
1056 4956 1.0
1056 4986 2.0
1056 3589 3.0
1056 1056 3.0
1057 1444 1.0
1057 1057 1.0
1058 4173 1.0
1058 1058 1.0
1061 4476 1.0
1061 1663 1.0
1061 4457 2.0
1061 4456 2.0
1061 4455 1.0
1061 1061 3.0
1064 1381 1.0
1064 4882 2.0
1064 1064 3.0
1068 4922 2.0
1068 4921 2.0
1068 4920 2.0
1068 2798 2.0
1068 2797 2.0
1068 1068 2.0
1071 4518 1.0
1071 4477 1.0
1071 4476 1.0
1071 4475 1.0
1071 1071 1.0
1079 5019 2.0
1079 2604 1.0
1079 5010 1.0
1079 3352 1.0
1079 4758 1.0
1079 4772 1.0
1079 4286 1.0
1079 3851 1.0
1079 4593 4.0
1079 3398 2.0
1079 4353 4.0
1079 4352 4.0
1079 1079 11.0
1080 4422 1.0
1080 2255 1.0
1080 4559 1.0
1080 2248 1.0
1080 1081 3.0
1080 1080 3.0
1080 201 1.0
1081 2170 1.0
1081 392 1.0
1081 4422 1.0
1081 2255 1.0
1081 4559 1.0
1081 4912 2.0
1081 4548 1.0
1081 3405 1.0
1081 2248 1.0
1081 1081 5.0
1081 1080 3.0
1081 201 1.0
1082 4669 1.0
1082 4081 1.0
1082 4423 1.0
1082 4275 2.0
1082 1082 2.0
1083 1083 1.0
1083 31 1.0
1084 4678 1.0
1084 1589 1.0
1084 1084 1.0
1084 531 1.0
1088 1088 1.0
1088 349 1.0
1090 4300 1.0
1090 3500 1.0
1090 2019 1.0
1090 1099 1.0
1090 1090 1.0
1091 4968 1.0
1091 3613 1.0
1091 1093 2.0
1091 1091 2.0
1093 3934 1.0
1093 4968 1.0
1093 2859 1.0
1093 1091 2.0
1093 4386 1.0
1093 4080 2.0
1093 4669 5.0
1093 4081 5.0
1093 4275 2.0
1093 4423 5.0
1093 3613 5.0
1093 3242 1.0
1093 1093 11.0
1094 2558 1.0
1094 1094 2.0
1096 5016 1.0
1096 3553 1.0
1096 1096 1.0
1097 3344 1.0
1097 1097 1.0
1097 955 1.0
1099 263 1.0
1099 4300 2.0
1099 3500 1.0
1099 2019 1.0
1099 1090 1.0
1099 4784 1.0
1099 1099 4.0
1100 1002 1.0
1100 271 1.0
1100 53 1.0
1100 3567 1.0
1100 3258 1.0
1100 1100 3.0
1103 1103 1.0
1106 1106 4.0
1109 1109 1.0
1111 4930 1.0
1111 3835 1.0
1111 2579 1.0
1111 1111 2.0
1112 1112 1.0
1113 1113 2.0
1113 938 1.0
1117 3987 1.0
1117 33 1.0
1117 4552 2.0
1117 1248 2.0
1117 4500 1.0
1117 4499 1.0
1117 1117 5.0
1122 3008 1.0
1122 4166 2.0
1122 3917 1.0
1122 1122 2.0
1123 1739 1.0
1123 4166 1.0
1123 1123 2.0
1127 5048 1.0
1127 2468 1.0
